--- NEW SESSION ---
233577,0.05,0.48,1.22,267.70,-86.98,118.04
233587,0.07,0.52,1.05,300.17,-131.23,132.81
233597,0.06,0.52,0.92,305.97,-149.90,132.02
233607,0.05,0.56,0.76,284.06,-145.14,117.74
233617,0.13,0.59,0.66,268.68,-133.18,110.35
233627,0.22,0.51,0.52,246.09,-133.18,103.39
233637,0.36,0.28,0.09,183.35,-115.23,56.70
233647,0.31,0.48,0.17,143.92,-82.52,23.07
233657,0.11,0.45,0.19,121.34,-68.05,25.76
233667,0.24,0.35,0.26,98.51,-93.51,35.64
233677,0.28,0.27,0.06,52.25,-169.37,41.69
233687,0.23,0.18,-0.09,2.38,-186.83,38.21
233697,0.23,0.07,0.05,-57.19,-186.71,37.05
233707,0.43,0.03,0.04,-103.52,-195.07,33.39
233717,0.65,-0.01,0.27,-142.21,-147.58,-8.79
233727,0.34,0.02,0.34,-129.46,-68.48,-27.95
233737,0.40,-0.00,0.65,-112.06,-7.69,-30.64
233747,0.40,0.09,0.71,-103.09,-8.97,-33.02
233757,0.37,0.15,0.80,-68.85,-34.30,-32.41
233767,0.26,0.19,0.71,-25.57,-35.10,-19.41
233777,0.32,0.26,0.58,47.55,5.31,6.96
233787,0.44,0.27,0.51,68.24,25.76,23.62
233797,0.44,0.45,0.39,54.32,25.21,2.20
233807,0.58,0.60,0.50,34.18,48.22,6.23
233817,0.58,0.71,0.53,29.24,58.96,0.79
233827,0.61,0.90,0.58,24.23,72.63,-11.78
233837,0.54,0.96,0.57,20.87,71.78,-22.40
233847,0.43,0.94,0.52,14.95,72.94,-32.96
233857,0.34,0.92,0.48,5.37,76.60,-35.28
233867,0.28,0.95,0.44,-14.40,84.72,-33.33
233877,0.27,1.02,0.41,-24.23,90.45,-32.17
233887,0.34,1.12,0.42,-35.22,83.01,-33.63
233897,0.32,1.24,0.48,-40.71,72.69,-35.03
233907,0.29,1.28,0.54,-38.76,52.73,-27.04
233917,0.32,1.28,0.51,-37.96,42.18,-22.40
233927,0.41,1.30,0.49,-40.77,34.91,-19.59
233937,0.47,1.30,0.50,-45.23,22.46,-26.61
233947,0.47,1.24,0.44,-55.30,-5.25,-42.60
233957,0.46,1.16,0.38,-69.34,-24.72,-53.71
233967,0.45,1.02,0.34,-88.93,-39.31,-64.94
233977,0.46,0.84,0.31,-127.14,-54.87,-79.71
233987,0.45,0.72,0.33,-155.33,-62.74,-88.75
233997,0.47,0.52,0.42,-202.45,-70.86,-100.59
